lg,label,rep,depth,origin,excess,rest,cnt,day,seq_name
3380.0,1023-207,26.0,1,new,2m5,,36,3,SS
3270.0,1023-226,25.0,1,new,2m5,,37,3,SS
3255.0,1023-986,24.0,1,new,2m5,,38,3,SS
3180.0,1023-538,23.0,1,new,2m75,,39,3,SS
3145.0,1023-560,22.0,1,new,2m75,,40,3,SS
3090.0,1023-442,21.0,1,new,2m75,,41,3,SS
4970.0,1023-747,46.0,1,new,1m0,,42,3,SS
1050.0,1023-831,0.0,1,1m5,waste,250.0,1,4,8m
3375.0,1023-431,30.0,1,3m5,waste,250.0,2,4,8m
3270.0,1023-815,29.0,1,3m5,waste,250.0,3,4,8m
3160.0,1023-394,28.0,1,3m5,waste,250.0,4,4,8m
2985.0,1023-646,24.0,1,3m0,waste,250.0,5,4,8m
2780.0,1023-826,23.0,1,3m0,waste,250.0,6,4,8m
2550.0,1023-283,22.0,1,3m0,waste,250.0,7,4,8m
2535.0,1023-526,21.0,1,3m0,waste,250.0,8,4,8m
2335.0,1023-524,20.0,1,2m5,waste,250.0,9,4,8m
1975.0,1023-299,19.0,1,2m0,waste,250.0,10,4,8m
1975.0,1023-299,18.0,1,2m0,waste,250.0,11,4,8m
1845.0,1023-566,17.0,1,2m0,waste,250.0,12,4,8m
1535.0,1023-713,16.0,1,2m0,waste,250.0,13,4,8m
1100.0,1023-663,8.0,2,2m5,,,14,4,8m
1100.0,1023-663,11.0,2,,waste,250.0,14,4,8m
1100.0,1023-663,9.0,2,2m5,,,15,4,8m
1100.0,1023-663,10.0,2,,waste,250.0,15,4,8m
3120.0,1023-730,27.0,2,new,,,16,4,8m
4875.0,1023-224,48.0,2,,waste,5.0,16,4,8m
1160.0,1023-289,14.0,3,new,,,17,4,8m
3090.0,1023-814,25.0,3,,,,17,4,8m
3745.0,1023-743,32.0,3,,waste,5.0,17,4,8m
1095.0,1023-959,1.0,4,new,,,18,4,8m
1100.0,1023-663,12.0,4,,,,18,4,8m
1290.0,1023-351,15.0,4,,,,18,4,8m
4510.0,1023-921,46.0,4,,waste,5.0,18,4,8m
3760.0,1023-479,33.0,2,new,,,19,4,8m
4220.0,1023-612,36.0,2,,waste,20.0,19,4,8m
1100.0,1023-663,13.0,3,new,,,20,4,8m
3090.0,1023-584,26.0,3,,,,20,4,8m
3780.0,1023-535,34.0,3,,waste,30.0,20,4,8m
1095.0,1023-959,2.0,4,new,,,21,4,8m
1095.0,1023-959,3.0,4,,,,21,4,8m
1095.0,1023-959,4.0,4,,,,21,4,8m
4665.0,1023-909,47.0,4,,waste,50.0,21,4,8m
1095.0,1023-959,5.0,4,new,,,22,4,8m
1095.0,1023-959,6.0,4,,,,22,4,8m
1095.0,1023-959,7.0,4,,,,22,4,8m
3510.0,1023-913,31.0,4,,1m0,,22,4,8m
4220.0,1023-920,42.0,1,new,3m5,,23,4,8m
4500.0,1023-247,45.0,1,new,3m5,,24,4,8m
4220.0,1023-612,44.0,1,new,3m5,,25,4,8m
4220.0,1023-612,43.0,1,new,3m5,,26,4,8m
4220.0,1023-612,38.0,1,new,3m5,,27,4,8m
4220.0,1023-612,41.0,1,new,3m5,,28,4,8m
4220.0,1023-612,40.0,1,new,3m5,,29,4,8m
4220.0,1023-612,39.0,1,new,3m5,,30,4,8m
5170.0,1023-890,50.0,1,new,2m5,,31,4,8m
5040.0,1023-832,49.0,1,new,2m5,,32,4,8m
4220.0,1023-612,37.0,1,new,3m5,,33,4,8m
5265.0,1023-558,51.0,1,new,2m5,,34,4,8m
5265.0,1023-558,52.0,1,new,2m5,,35,4,8m
5265.0,1023-558,53.0,1,new,2m5,,36,4,8m
5265.0,1023-558,54.0,1,new,2m5,,37,4,8m
5265.0,1023-558,55.0,1,new,2m5,,38,4,8m
5265.0,1023-558,56.0,1,new,2m5,,39,4,8m
5265.0,1023-558,57.0,1,new,2m5,,40,4,8m
5265.0,1023-558,58.0,1,new,2m5,,41,4,8m
5275.0,1023-233,59.0,1,new,2m5,,42,4,8m
5360.0,1023-585,60.0,1,new,2m5,,43,4,8m
4145.0,1023-577,35.0,1,new,3m5,,44,4,8m
1050.0,1023-831,0.0,1,1m5,waste,250.0,1,4,7m
3375.0,1023-431,30.0,1,3m5,waste,250.0,2,4,7m
3270.0,1023-815,29.0,1,3m5,waste,250.0,3,4,7m
3160.0,1023-394,28.0,1,3m5,waste,250.0,4,4,7m
3120.0,1023-730,27.0,1,3m5,waste,250.0,5,4,7m
2985.0,1023-646,24.0,1,3m0,waste,250.0,6,4,7m
2780.0,1023-826,23.0,1,3m0,waste,250.0,7,4,7m
2550.0,1023-283,22.0,1,3m0,waste,250.0,8,4,7m
2335.0,1023-524,20.0,1,2m5,waste,250.0,9,4,7m
1975.0,1023-299,19.0,1,2m0,waste,250.0,10,4,7m
1975.0,1023-299,18.0,1,2m0,waste,250.0,11,4,7m
1845.0,1023-566,17.0,1,2m0,waste,250.0,12,4,7m
1535.0,1023-713,16.0,1,2m0,waste,250.0,13,4,7m
1160.0,1023-289,14.0,1,1m5,waste,250.0,14,4,7m
1290.0,1023-351,15.0,1,1m5,waste,250.0,15,4,7m
1095.0,1023-959,1.0,1,1m5,waste,250.0,16,4,7m
1095.0,1023-959,2.0,1,1m5,waste,250.0,17,4,7m
1095.0,1023-959,4.0,1,1m5,waste,250.0,18,4,7m
1095.0,1023-959,5.0,1,1m5,waste,250.0,19,4,7m
1095.0,1023-959,6.0,1,1m5,waste,250.0,20,4,7m
1100.0,1023-663,8.0,2,2m5,,,21,4,7m
1100.0,1023-663,11.0,2,,waste,250.0,21,4,7m
1100.0,1023-663,9.0,2,2m5,,,22,4,7m
1100.0,1023-663,10.0,2,,waste,250.0,22,4,7m
1095.0,1023-959,3.0,5,new,,,23,4,7m
1095.0,1023-959,7.0,5,,,,23,4,7m
1100.0,1023-663,12.0,5,,,,23,4,7m
1100.0,1023-663,13.0,5,,,,23,4,7m
2535.0,1023-526,21.0,5,,waste,75.0,23,4,7m
3090.0,1023-814,25.0,1,new,3m5,,24,4,7m
3090.0,1023-584,26.0,1,new,3m5,,25,4,7m
5275.0,1023-233,59.0,1,new,1m5,,26,4,7m
5265.0,1023-558,58.0,1,new,1m5,,27,4,7m
5265.0,1023-558,57.0,1,new,1m5,,28,4,7m
5265.0,1023-558,56.0,1,new,1m5,,29,4,7m
5265.0,1023-558,55.0,1,new,1m5,,30,4,7m
5265.0,1023-558,54.0,1,new,1m5,,31,4,7m
5265.0,1023-558,53.0,1,new,1m5,,32,4,7m
5265.0,1023-558,52.0,1,new,1m5,,33,4,7m
5265.0,1023-558,51.0,1,new,1m5,,34,4,7m
5170.0,1023-890,50.0,1,new,1m5,,35,4,7m
5040.0,1023-832,49.0,1,new,1m5,,36,4,7m
4875.0,1023-224,48.0,1,new,2m0,,37,4,7m
4665.0,1023-909,47.0,1,new,2m0,,38,4,7m
4510.0,1023-921,46.0,1,new,2m0,,39,4,7m
4500.0,1023-247,45.0,1,new,2m5,,40,4,7m
4220.0,1023-612,44.0,1,new,2m5,,41,4,7m
4220.0,1023-612,43.0,1,new,2m5,,42,4,7m
4220.0,1023-920,42.0,1,new,2m5,,43,4,7m
4220.0,1023-612,41.0,1,new,2m5,,44,4,7m
4220.0,1023-612,40.0,1,new,2m5,,45,4,7m
4220.0,1023-612,39.0,1,new,2m5,,46,4,7m
4220.0,1023-612,38.0,1,new,2m5,,47,4,7m
4220.0,1023-612,37.0,1,new,2m5,,48,4,7m
4220.0,1023-612,36.0,1,new,2m5,,49,4,7m
4145.0,1023-577,35.0,1,new,2m5,,50,4,7m
3780.0,1023-535,34.0,1,new,3m0,,51,4,7m
3760.0,1023-479,33.0,1,new,3m0,,52,4,7m
3745.0,1023-743,32.0,1,new,3m0,,53,4,7m
3510.0,1023-913,31.0,1,new,3m0,,54,4,7m
5360.0,1023-585,60.0,1,new,1m5,,55,4,7m
5040.0,1023-832,49.0,1,new,waste,960.0,1,4,6m
5170.0,1023-890,50.0,1,new,waste,830.0,2,4,6m
5265.0,1023-558,51.0,1,new,waste,735.0,3,4,6m
5265.0,1023-558,52.0,1,new,waste,735.0,4,4,6m
5265.0,1023-558,53.0,1,new,waste,735.0,5,4,6m
5265.0,1023-558,54.0,1,new,waste,735.0,6,4,6m
5265.0,1023-558,55.0,1,new,waste,735.0,7,4,6m
5265.0,1023-558,56.0,1,new,waste,735.0,8,4,6m
5265.0,1023-558,57.0,1,new,waste,735.0,9,4,6m
5265.0,1023-558,58.0,1,new,waste,735.0,10,4,6m
5275.0,1023-233,59.0,1,new,waste,725.0,11,4,6m
5360.0,1023-585,60.0,1,new,waste,640.0,12,4,6m
1050.0,1023-831,0.0,1,1m5,waste,250.0,13,4,6m
2985.0,1023-646,24.0,1,3m0,waste,250.0,14,4,6m
2335.0,1023-524,20.0,1,2m5,waste,250.0,15,4,6m
1975.0,1023-299,19.0,1,2m0,waste,250.0,16,4,6m
1975.0,1023-299,18.0,1,2m0,waste,250.0,17,4,6m
1845.0,1023-566,17.0,1,2m0,waste,250.0,18,4,6m
1535.0,1023-713,16.0,1,2m0,waste,250.0,19,4,6m
1160.0,1023-289,14.0,1,1m5,waste,250.0,20,4,6m
1290.0,1023-351,15.0,1,1m5,waste,250.0,21,4,6m
1095.0,1023-959,1.0,1,1m5,waste,250.0,22,4,6m
1100.0,1023-663,8.0,2,2m5,,,23,4,6m
1100.0,1023-663,11.0,2,,waste,250.0,23,4,6m
1100.0,1023-663,9.0,2,2m5,,,24,4,6m
1100.0,1023-663,10.0,2,,waste,250.0,24,4,6m
1095.0,1023-959,6.0,2,2m5,,,25,4,6m
1100.0,1023-663,12.0,2,,waste,250.0,25,4,6m
1095.0,1023-959,7.0,2,2m5,,,26,4,6m
1100.0,1023-663,13.0,2,,waste,250.0,26,4,6m
1095.0,1023-959,2.0,2,new,,,27,4,6m
4875.0,1023-224,48.0,2,,waste,30.0,27,4,6m
1095.0,1023-959,3.0,3,new,,,28,4,6m
1095.0,1023-959,4.0,3,,,,28,4,6m
3780.0,1023-535,34.0,3,,waste,30.0,28,4,6m
2780.0,1023-826,23.0,2,new,,,29,4,6m
3160.0,1023-394,28.0,2,,waste,60.0,29,4,6m
2550.0,1023-283,22.0,2,new,,,30,4,6m
3375.0,1023-431,30.0,2,,waste,75.0,30,4,6m
1095.0,1023-959,5.0,2,new,,,31,4,6m
3760.0,1023-479,33.0,2,,1m0,,31,4,6m
4220.0,1023-920,42.0,1,new,1m5,,32,4,6m
4665.0,1023-909,47.0,1,new,1m0,,33,4,6m
4500.0,1023-247,45.0,1,new,1m5,,34,4,6m
4220.0,1023-612,44.0,1,new,1m5,,35,4,6m
4220.0,1023-612,43.0,1,new,1m5,,36,4,6m
2535.0,1023-526,21.0,1,new,3m0,,37,4,6m
3090.0,1023-814,25.0,1,new,2m5,,38,4,6m
4220.0,1023-612,40.0,1,new,1m5,,39,4,6m
4220.0,1023-612,39.0,1,new,1m5,,40,4,6m
4220.0,1023-612,38.0,1,new,1m5,,41,4,6m
4220.0,1023-612,37.0,1,new,1m5,,42,4,6m
4220.0,1023-612,36.0,1,new,1m5,,43,4,6m
4145.0,1023-577,35.0,1,new,1m5,,44,4,6m
3745.0,1023-743,32.0,1,new,2m0,,45,4,6m
3510.0,1023-913,31.0,1,new,2m0,,46,4,6m
3270.0,1023-815,29.0,1,new,2m5,,47,4,6m
3120.0,1023-730,27.0,1,new,2m5,,48,4,6m
3090.0,1023-584,26.0,1,new,2m5,,49,4,6m
4220.0,1023-612,41.0,1,new,1m5,,50,4,6m
4510.0,1023-921,46.0,1,new,waste,1490.0,51,4,6m
5040.0,1023-832,49.0,1,new,waste,960.0,1,4,SS
5170.0,1023-890,50.0,1,new,waste,830.0,2,4,SS
5265.0,1023-558,51.0,1,new,waste,735.0,3,4,SS
5265.0,1023-558,52.0,1,new,waste,735.0,4,4,SS
5265.0,1023-558,53.0,1,new,waste,735.0,5,4,SS
5265.0,1023-558,54.0,1,new,waste,735.0,6,4,SS
5265.0,1023-558,55.0,1,new,waste,735.0,7,4,SS
5265.0,1023-558,56.0,1,new,waste,735.0,8,4,SS
5265.0,1023-558,57.0,1,new,waste,735.0,9,4,SS
5265.0,1023-558,58.0,1,new,waste,735.0,10,4,SS
5275.0,1023-233,59.0,1,new,waste,725.0,11,4,SS
5360.0,1023-585,60.0,1,new,waste,640.0,12,4,SS
1050.0,1023-831,0.0,1,1m25,waste,125.0,13,4,SS
3745.0,1023-743,32.0,1,3m75,waste,125.0,14,4,SS
2985.0,1023-646,24.0,1,3m0,waste,125.0,15,4,SS
2550.0,1023-283,22.0,1,2m75,waste,125.0,16,4,SS
2535.0,1023-526,21.0,1,2m75,waste,125.0,17,4,SS
2335.0,1023-524,20.0,1,2m5,waste,125.0,18,4,SS
1290.0,1023-351,15.0,1,1m5,waste,125.0,19,4,SS
1535.0,1023-713,16.0,1,1m75,waste,125.0,20,4,SS
1095.0,1023-959,1.0,1,1m25,waste,125.0,21,4,SS
1095.0,1023-959,2.0,1,1m25,waste,125.0,22,4,SS
1095.0,1023-959,4.0,1,1m25,waste,125.0,23,4,SS
1095.0,1023-959,5.0,1,1m25,waste,125.0,24,4,SS
1095.0,1023-959,6.0,1,1m25,waste,125.0,25,4,SS
1095.0,1023-959,7.0,1,1m25,waste,125.0,26,4,SS
1100.0,1023-663,8.0,2,2m25,,,27,4,SS
1100.0,1023-663,12.0,2,,waste,125.0,27,4,SS
1100.0,1023-663,9.0,2,2m5,,,28,4,SS
1160.0,1023-289,14.0,2,,waste,125.0,28,4,SS
1845.0,1023-566,17.0,2,new,,,29,4,SS
4145.0,1023-577,35.0,2,,waste,10.0,29,4,SS
1100.0,1023-663,10.0,3,new,,,30,4,SS
1100.0,1023-663,11.0,3,,,,30,4,SS
3780.0,1023-535,34.0,3,,waste,20.0,30,4,SS
1100.0,1023-663,13.0,2,new,,,31,4,SS
4875.0,1023-224,48.0,2,,waste,25.0,31,4,SS
2780.0,1023-826,23.0,2,new,,,32,4,SS
3160.0,1023-394,28.0,2,,waste,60.0,32,4,SS
1095.0,1023-959,3.0,2,new,,,33,4,SS
4220.0,1023-612,36.0,2,,waste,685.0,33,4,SS
1975.0,1023-299,18.0,2,new,,,34,4,SS
1975.0,1023-299,19.0,2,,2m0,,34,4,SS
4220.0,1023-612,40.0,1,new,1m75,,35,4,SS
4665.0,1023-909,47.0,1,new,1m25,,36,4,SS
4510.0,1023-921,46.0,1,new,1m25,,37,4,SS
4500.0,1023-247,45.0,1,new,1m5,,38,4,SS
4220.0,1023-612,44.0,1,new,1m75,,39,4,SS
4220.0,1023-612,43.0,1,new,1m75,,40,4,SS
4220.0,1023-920,42.0,1,new,1m75,,41,4,SS
4220.0,1023-612,41.0,1,new,1m75,,42,4,SS
3090.0,1023-814,25.0,1,new,2m75,,43,4,SS
3090.0,1023-584,26.0,1,new,2m75,,44,4,SS
4220.0,1023-612,38.0,1,new,1m75,,45,4,SS
4220.0,1023-612,37.0,1,new,1m75,,46,4,SS
3760.0,1023-479,33.0,1,new,2m0,,47,4,SS
3510.0,1023-913,31.0,1,new,2m25,,48,4,SS
3375.0,1023-431,30.0,1,new,2m5,,49,4,SS
3270.0,1023-815,29.0,1,new,2m5,,50,4,SS
3120.0,1023-730,27.0,1,new,2m75,,51,4,SS
4220.0,1023-612,39.0,1,new,split,,52,4,SS
1500.0,,,1,split,waste,280.0,52,4,SS
3455.0,1023-752,26.0,1,3m5,waste,250.0,1,5,8m
3365.0,1023-599,25.0,1,3m5,waste,250.0,2,5,8m
3280.0,1023-442,24.0,1,3m5,waste,250.0,3,5,8m
3225.0,1023-554,23.0,1,3m5,waste,250.0,4,5,8m
3160.0,1023-621,22.0,1,3m5,waste,250.0,5,5,8m
2435.0,1023-280,20.0,1,2m5,waste,250.0,6,5,8m
2025.0,1023-466,19.0,1,2m5,waste,250.0,7,5,8m
2020.0,1023-236,18.0,1,2m5,waste,250.0,8,5,8m
1930.0,1023-376,17.0,1,2m0,waste,250.0,9,5,8m
2920.0,1023-766,21.0,1,3m0,waste,250.0,10,5,8m
1545.0,1023-608,6.0,2,3m5,,,11,5,8m
1545.0,1023-608,9.0,2,,waste,250.0,11,5,8m
1545.0,1023-608,7.0,2,3m5,,,12,5,8m
1605.0,1023-297,12.0,2,,waste,250.0,12,5,8m
1545.0,1023-608,5.0,2,3m5,,,13,5,8m
1930.0,1023-376,16.0,2,,waste,250.0,13,5,8m
1390.0,1023-578,4.0,2,3m5,,,14,5,8m
1665.0,1023-411,14.0,2,,waste,250.0,14,5,8m
1545.0,1023-608,10.0,2,3m5,,,15,5,8m
1770.0,1023-462,15.0,2,,waste,250.0,15,5,8m
1065.0,1023-392,1.0,2,2m5,,,16,5,8m
1180.0,1023-879,2.0,2,,waste,250.0,16,5,8m
1005.0,1023-986,0.0,2,2m5,,,17,5,8m
1180.0,1023-898,3.0,2,,waste,250.0,17,5,8m
3990.0,1023-930,29.0,2,new,,,18,5,8m
3990.0,1023-930,30.0,2,,waste,20.0,18,5,8m
1545.0,1023-608,8.0,3,new,,,19,5,8m
1605.0,1023-297,13.0,3,,,,19,5,8m
4830.0,1023-860,41.0,3,,waste,20.0,19,5,8m
3915.0,1023-811,28.0,2,new,,,20,5,8m
4060.0,1023-372,31.0,2,,waste,25.0,20,5,8m
3695.0,1023-430,27.0,2,new,,,21,5,8m
4275.0,1023-381,33.0,2,,waste,30.0,21,5,8m
1545.0,1023-608,11.0,2,new,,,22,5,8m
5360.0,1023-746,45.0,2,,1m0,,22,5,8m
4085.0,1023-333,32.0,1,new,3m5,,23,5,8m
4275.0,1023-381,34.0,1,new,3m5,,24,5,8m
5235.0,1023-625,44.0,1,new,2m5,,25,5,8m
5215.0,1023-647,43.0,1,new,2m5,,26,5,8m
4830.0,1023-860,42.0,1,new,3m0,,27,5,8m
4720.0,1023-638,40.0,1,new,3m0,,28,5,8m
4670.0,1023-834,39.0,1,new,3m0,,29,5,8m
4615.0,1023-761,38.0,1,new,3m0,,30,5,8m
4605.0,1023-987,37.0,1,new,3m0,,31,5,8m
4605.0,1023-987,36.0,1,new,3m0,,32,5,8m
4585.0,1023-420,35.0,1,new,3m0,,33,5,8m
5500.0,1023-613,46.0,1,new,2m5,,34,5,8m
1005.0,1023-986,0.0,1,1m5,waste,250.0,1,5,7m
3455.0,1023-752,26.0,1,3m5,waste,250.0,2,5,7m
3365.0,1023-599,25.0,1,3m5,waste,250.0,3,5,7m
2435.0,1023-280,20.0,1,2m5,waste,250.0,4,5,7m
2025.0,1023-466,19.0,1,2m5,waste,250.0,5,5,7m
2020.0,1023-236,18.0,1,2m5,waste,250.0,6,5,7m
1930.0,1023-376,17.0,1,2m0,waste,250.0,7,5,7m
1930.0,1023-376,16.0,1,2m0,waste,250.0,8,5,7m
1770.0,1023-462,15.0,1,2m0,waste,250.0,9,5,7m
1665.0,1023-411,14.0,1,2m0,waste,250.0,10,5,7m
2920.0,1023-766,21.0,1,3m0,waste,250.0,11,5,7m
1605.0,1023-297,12.0,1,2m0,waste,250.0,12,5,7m
1605.0,1023-297,13.0,1,2m0,waste,250.0,13,5,7m
1065.0,1023-392,1.0,1,1m5,waste,250.0,14,5,7m
1180.0,1023-879,2.0,1,1m5,waste,250.0,15,5,7m
1180.0,1023-898,3.0,1,1m5,waste,250.0,16,5,7m
1545.0,1023-608,5.0,1,2m0,waste,250.0,17,5,7m
1390.0,1023-578,4.0,1,1m5,waste,250.0,18,5,7m
1545.0,1023-608,7.0,1,2m0,waste,250.0,19,5,7m
1545.0,1023-608,8.0,1,2m0,waste,250.0,20,5,7m
1545.0,1023-608,9.0,1,2m0,waste,250.0,21,5,7m
1545.0,1023-608,10.0,1,2m0,waste,250.0,22,5,7m
3280.0,1023-442,24.0,2,new,,,23,5,7m
3695.0,1023-430,27.0,2,,waste,25.0,23,5,7m
1545.0,1023-608,6.0,2,new,,,24,5,7m
5360.0,1023-746,45.0,2,,waste,95.0,24,5,7m
1545.0,1023-608,11.0,2,new,,,25,5,7m
4275.0,1023-381,34.0,2,,1m0,,25,5,7m
4830.0,1023-860,41.0,1,new,2m0,,26,5,7m
5500.0,1023-613,46.0,1,new,1m5,,27,5,7m
5235.0,1023-625,44.0,1,new,1m5,,28,5,7m
