lg,label,rep,depth,origin,excess,rest,cnt,day,seq_name
4920.0,1023-781,46.0,1,new,waste,1080.0,49,22,SS
4920.0,1023-781,47.0,1,new,waste,1080.0,50,22,SS
4920.0,1023-781,48.0,1,new,waste,1080.0,51,22,SS
3490.0,1023-311,30.0,1,3m5,waste,250.0,1,23,8m
2785.0,1023-527,25.0,1,3m0,waste,250.0,2,23,8m
2595.0,1023-764,24.0,1,3m0,waste,250.0,3,23,8m
2580.0,1023-252,23.0,1,3m0,waste,250.0,4,23,8m
2450.0,1023-837,21.0,1,2m5,waste,250.0,5,23,8m
2450.0,1023-837,20.0,1,2m5,waste,250.0,6,23,8m
2450.0,1023-837,19.0,1,2m5,waste,250.0,7,23,8m
2450.0,1023-837,18.0,1,2m5,waste,250.0,8,23,8m
2450.0,1023-837,17.0,1,2m5,waste,250.0,9,23,8m
2450.0,1023-837,16.0,1,2m5,waste,250.0,10,23,8m
2505.0,1023-406,22.0,1,3m0,waste,250.0,11,23,8m
2450.0,1023-837,14.0,1,2m5,waste,250.0,12,23,8m
2450.0,1023-837,15.0,1,2m5,waste,250.0,13,23,8m
1895.0,1023-631,9.0,1,2m0,waste,250.0,14,23,8m
1975.0,1023-869,10.0,1,2m0,waste,250.0,15,23,8m
2000.0,1023-886,11.0,1,2m5,waste,250.0,16,23,8m
2140.0,1023-902,12.0,1,2m5,waste,250.0,17,23,8m
2450.0,1023-837,13.0,1,2m5,waste,250.0,18,23,8m
1305.0,1023-316,4.0,2,3m0,,,19,23,8m
1460.0,1023-708,7.0,2,,waste,250.0,19,23,8m
1235.0,1023-715,3.0,2,3m0,,,20,23,8m
1715.0,1023-300,8.0,2,,waste,250.0,20,23,8m
1325.0,1023-612,5.0,2,3m0,,,21,23,8m
1340.0,1023-205,6.0,2,,waste,250.0,21,23,8m
1085.0,1023-223,1.0,2,2m5,,,22,23,8m
1235.0,1023-715,2.0,2,,waste,250.0,22,23,8m
3075.0,1023-295,26.0,2,new,,,23,23,8m
4890.0,1023-344,44.0,2,,waste,35.0,23,23,8m
3285.0,1023-890,29.0,2,new,,,24,23,8m
4680.0,1023-609,43.0,2,,waste,35.0,24,23,8m
3520.0,1023-337,31.0,2,new,,,25,23,8m
4410.0,1023-233,40.0,2,,waste,70.0,25,23,8m
1085.0,1023-223,0.0,3,new,,,26,23,8m
3120.0,1023-853,27.0,3,,,,26,23,8m
3130.0,1023-820,28.0,3,,waste,665.0,26,23,8m
4200.0,1023-421,32.0,1,new,3m5,,27,23,8m
5070.0,1023-414,45.0,1,new,2m5,,28,23,8m
5400.0,1023-454,52.0,1,new,2m5,,29,23,8m
5390.0,1023-418,51.0,1,new,2m5,,30,23,8m
5390.0,1023-418,50.0,1,new,2m5,,31,23,8m
5390.0,1023-418,49.0,1,new,2m5,,32,23,8m
5390.0,1023-418,48.0,1,new,2m5,,33,23,8m
5390.0,1023-418,47.0,1,new,2m5,,34,23,8m
5070.0,1023-414,46.0,1,new,2m5,,35,23,8m
4650.0,1023-601,42.0,1,new,3m0,,36,23,8m
4200.0,1023-421,33.0,1,new,3m5,,37,23,8m
4505.0,1023-806,41.0,1,new,3m0,,38,23,8m
4355.0,1023-324,39.0,1,new,3m5,,39,23,8m
4310.0,1023-756,38.0,1,new,3m5,,40,23,8m
4210.0,1023-348,37.0,1,new,3m5,,41,23,8m
4200.0,1023-421,36.0,1,new,3m5,,42,23,8m
4200.0,1023-421,35.0,1,new,3m5,,43,23,8m
4200.0,1023-421,34.0,1,new,3m5,,44,23,8m
5675.0,1023-266,53.0,1,new,2m0,,45,23,8m
1085.0,1023-223,0.0,1,1m5,waste,250.0,1,23,7m
3490.0,1023-311,30.0,1,3m5,waste,250.0,2,23,7m
3285.0,1023-890,29.0,1,3m5,waste,250.0,3,23,7m
3130.0,1023-820,28.0,1,3m5,waste,250.0,4,23,7m
3120.0,1023-853,27.0,1,3m5,waste,250.0,5,23,7m
2785.0,1023-527,25.0,1,3m0,waste,250.0,6,23,7m
2595.0,1023-764,24.0,1,3m0,waste,250.0,7,23,7m
2580.0,1023-252,23.0,1,3m0,waste,250.0,8,23,7m
2450.0,1023-837,21.0,1,2m5,waste,250.0,9,23,7m
2450.0,1023-837,20.0,1,2m5,waste,250.0,10,23,7m
2450.0,1023-837,19.0,1,2m5,waste,250.0,11,23,7m
2450.0,1023-837,18.0,1,2m5,waste,250.0,12,23,7m
2450.0,1023-837,17.0,1,2m5,waste,250.0,13,23,7m
2450.0,1023-837,16.0,1,2m5,waste,250.0,14,23,7m
2505.0,1023-406,22.0,1,3m0,waste,250.0,15,23,7m
2450.0,1023-837,14.0,1,2m5,waste,250.0,16,23,7m
2450.0,1023-837,15.0,1,2m5,waste,250.0,17,23,7m
1235.0,1023-715,2.0,1,1m5,waste,250.0,18,23,7m
1235.0,1023-715,3.0,1,1m5,waste,250.0,19,23,7m
1305.0,1023-316,4.0,1,1m5,waste,250.0,20,23,7m
1325.0,1023-612,5.0,1,1m5,waste,250.0,21,23,7m
1340.0,1023-205,6.0,1,1m5,waste,250.0,22,23,7m
1460.0,1023-708,7.0,1,1m5,waste,250.0,23,23,7m
1085.0,1023-223,1.0,1,1m5,waste,250.0,24,23,7m
1895.0,1023-631,9.0,1,2m0,waste,250.0,25,23,7m
1975.0,1023-869,10.0,1,2m0,waste,250.0,26,23,7m
2000.0,1023-886,11.0,1,2m5,waste,250.0,27,23,7m
2140.0,1023-902,12.0,1,2m5,waste,250.0,28,23,7m
2450.0,1023-837,13.0,1,2m5,waste,250.0,29,23,7m
1715.0,1023-300,8.0,1,2m0,waste,250.0,30,23,7m
3075.0,1023-295,26.0,1,new,3m5,,31,23,7m
3520.0,1023-337,31.0,1,new,3m0,,32,23,7m
5400.0,1023-454,52.0,1,new,1m5,,33,23,7m
5390.0,1023-418,51.0,1,new,1m5,,34,23,7m
5390.0,1023-418,50.0,1,new,1m5,,35,23,7m
5390.0,1023-418,49.0,1,new,1m5,,36,23,7m
5390.0,1023-418,48.0,1,new,1m5,,37,23,7m
5390.0,1023-418,47.0,1,new,1m5,,38,23,7m
5070.0,1023-414,46.0,1,new,1m5,,39,23,7m
5070.0,1023-414,45.0,1,new,1m5,,40,23,7m
4890.0,1023-344,44.0,1,new,2m0,,41,23,7m
4680.0,1023-609,43.0,1,new,2m0,,42,23,7m
4650.0,1023-601,42.0,1,new,2m0,,43,23,7m
4505.0,1023-806,41.0,1,new,2m0,,44,23,7m
4410.0,1023-233,40.0,1,new,2m5,,45,23,7m
4355.0,1023-324,39.0,1,new,2m5,,46,23,7m
4310.0,1023-756,38.0,1,new,2m5,,47,23,7m
4210.0,1023-348,37.0,1,new,2m5,,48,23,7m
4200.0,1023-421,36.0,1,new,2m5,,49,23,7m
4200.0,1023-421,35.0,1,new,2m5,,50,23,7m
4200.0,1023-421,34.0,1,new,2m5,,51,23,7m
4200.0,1023-421,33.0,1,new,2m5,,52,23,7m
4200.0,1023-421,32.0,1,new,2m5,,53,23,7m
5675.0,1023-266,53.0,1,new,waste,1325.0,54,23,7m
5070.0,1023-414,45.0,1,new,waste,930.0,1,23,6m
5070.0,1023-414,46.0,1,new,waste,930.0,2,23,6m
5390.0,1023-418,47.0,1,new,waste,610.0,3,23,6m
5390.0,1023-418,48.0,1,new,waste,610.0,4,23,6m
5390.0,1023-418,49.0,1,new,waste,610.0,5,23,6m
5390.0,1023-418,50.0,1,new,waste,610.0,6,23,6m
5390.0,1023-418,51.0,1,new,waste,610.0,7,23,6m
5400.0,1023-454,52.0,1,new,waste,600.0,8,23,6m
5675.0,1023-266,53.0,1,new,waste,325.0,9,23,6m
1085.0,1023-223,0.0,1,1m5,waste,250.0,10,23,6m
2450.0,1023-837,21.0,1,2m5,waste,250.0,11,23,6m
2450.0,1023-837,20.0,1,2m5,waste,250.0,12,23,6m
2450.0,1023-837,19.0,1,2m5,waste,250.0,13,23,6m
1235.0,1023-715,2.0,1,1m5,waste,250.0,14,23,6m
1235.0,1023-715,3.0,1,1m5,waste,250.0,15,23,6m
1305.0,1023-316,4.0,1,1m5,waste,250.0,16,23,6m
1325.0,1023-612,5.0,1,1m5,waste,250.0,17,23,6m
1340.0,1023-205,6.0,1,1m5,waste,250.0,18,23,6m
1460.0,1023-708,7.0,1,1m5,waste,250.0,19,23,6m
1085.0,1023-223,1.0,1,1m5,waste,250.0,20,23,6m
1895.0,1023-631,9.0,1,2m0,waste,250.0,21,23,6m
1975.0,1023-869,10.0,1,2m0,waste,250.0,22,23,6m
1715.0,1023-300,8.0,1,2m0,waste,250.0,23,23,6m
2505.0,1023-406,22.0,2,new,,,24,23,6m
3490.0,1023-311,30.0,2,,waste,5.0,24,23,6m
2450.0,1023-837,13.0,2,new,,,25,23,6m
3520.0,1023-337,31.0,2,,waste,30.0,25,23,6m
2785.0,1023-527,25.0,2,new,,,26,23,6m
3130.0,1023-820,28.0,2,,waste,85.0,26,23,6m
2000.0,1023-886,11.0,2,new,,,27,23,6m
2140.0,1023-902,12.0,2,,1m5,,27,23,6m
2450.0,1023-837,14.0,1,new,3m5,,28,23,6m
2450.0,1023-837,15.0,1,new,3m5,,29,23,6m
2450.0,1023-837,16.0,1,new,3m5,,30,23,6m
2450.0,1023-837,17.0,1,new,3m5,,31,23,6m
2450.0,1023-837,18.0,1,new,3m5,,32,23,6m
2580.0,1023-252,23.0,1,new,3m0,,33,23,6m
2595.0,1023-764,24.0,1,new,3m0,,34,23,6m
3075.0,1023-295,26.0,1,new,2m5,,35,23,6m
3120.0,1023-853,27.0,1,new,2m5,,36,23,6m
3285.0,1023-890,29.0,1,new,2m5,,37,23,6m
4200.0,1023-421,32.0,1,new,1m5,,38,23,6m
4200.0,1023-421,33.0,1,new,1m5,,39,23,6m
4200.0,1023-421,34.0,1,new,1m5,,40,23,6m
4200.0,1023-421,35.0,1,new,1m5,,41,23,6m
4200.0,1023-421,36.0,1,new,1m5,,42,23,6m
4210.0,1023-348,37.0,1,new,1m5,,43,23,6m
4310.0,1023-756,38.0,1,new,1m5,,44,23,6m
4355.0,1023-324,39.0,1,new,1m5,,45,23,6m
4410.0,1023-233,40.0,1,new,1m5,,46,23,6m
4505.0,1023-806,41.0,1,new,waste,1495.0,47,23,6m
4650.0,1023-601,42.0,1,new,waste,1350.0,48,23,6m
4680.0,1023-609,43.0,1,new,waste,1320.0,49,23,6m
4890.0,1023-344,44.0,1,new,waste,1110.0,50,23,6m
5070.0,1023-414,45.0,1,new,waste,930.0,1,23,SS
5070.0,1023-414,46.0,1,new,waste,930.0,2,23,SS
5390.0,1023-418,47.0,1,new,waste,610.0,3,23,SS
5390.0,1023-418,48.0,1,new,waste,610.0,4,23,SS
5390.0,1023-418,49.0,1,new,waste,610.0,5,23,SS
5390.0,1023-418,50.0,1,new,waste,610.0,6,23,SS
5390.0,1023-418,51.0,1,new,waste,610.0,7,23,SS
5400.0,1023-454,52.0,1,new,waste,600.0,8,23,SS
5675.0,1023-266,53.0,1,new,waste,325.0,9,23,SS
1085.0,1023-223,0.0,1,1m25,waste,125.0,10,23,SS
3490.0,1023-311,30.0,1,3m5,waste,125.0,11,23,SS
2785.0,1023-527,25.0,1,3m0,waste,125.0,12,23,SS
2595.0,1023-764,24.0,1,2m75,waste,125.0,13,23,SS
2450.0,1023-837,21.0,1,2m5,waste,125.0,14,23,SS
2450.0,1023-837,20.0,1,2m5,waste,125.0,15,23,SS
3285.0,1023-890,29.0,1,3m5,waste,125.0,16,23,SS
1085.0,1023-223,1.0,1,1m25,waste,125.0,17,23,SS
1235.0,1023-715,3.0,1,1m25,waste,125.0,18,23,SS
1305.0,1023-316,4.0,1,1m5,waste,125.0,19,23,SS
1325.0,1023-612,5.0,1,1m5,waste,125.0,20,23,SS
1340.0,1023-205,6.0,1,1m5,waste,125.0,21,23,SS
1235.0,1023-715,2.0,1,1m25,waste,125.0,22,23,SS
1715.0,1023-300,8.0,1,1m75,waste,125.0,23,23,SS
1895.0,1023-631,9.0,1,2m0,waste,125.0,24,23,SS
1975.0,1023-869,10.0,1,2m0,waste,125.0,25,23,SS
2000.0,1023-886,11.0,1,2m25,waste,125.0,26,23,SS
2140.0,1023-902,12.0,1,2m25,waste,125.0,27,23,SS
1460.0,1023-708,7.0,1,1m5,waste,125.0,28,23,SS
2450.0,1023-837,13.0,2,new,,,29,23,SS
3520.0,1023-337,31.0,2,,waste,30.0,29,23,SS
2450.0,1023-837,14.0,1,new,3m5,,30,23,SS
2450.0,1023-837,15.0,1,new,3m5,,31,23,SS
4650.0,1023-601,42.0,1,new,1m25,,32,23,SS
2450.0,1023-837,16.0,1,new,3m5,,33,23,SS
2450.0,1023-837,17.0,1,new,3m5,,34,23,SS
2450.0,1023-837,18.0,1,new,3m5,,35,23,SS
2450.0,1023-837,19.0,1,new,3m5,,36,23,SS
2505.0,1023-406,22.0,1,new,3m25,,37,23,SS
2580.0,1023-252,23.0,1,new,3m25,,38,23,SS
3075.0,1023-295,26.0,1,new,2m75,,39,23,SS
3120.0,1023-853,27.0,1,new,2m75,,40,23,SS
3130.0,1023-820,28.0,1,new,2m75,,41,23,SS
4200.0,1023-421,32.0,1,new,1m75,,42,23,SS
4200.0,1023-421,33.0,1,new,1m75,,43,23,SS
4200.0,1023-421,34.0,1,new,1m75,,44,23,SS
4200.0,1023-421,35.0,1,new,1m75,,45,23,SS
4200.0,1023-421,36.0,1,new,1m75,,46,23,SS
4210.0,1023-348,37.0,1,new,1m75,,47,23,SS
4310.0,1023-756,38.0,1,new,1m5,,48,23,SS
4355.0,1023-324,39.0,1,new,1m5,,49,23,SS
4410.0,1023-233,40.0,1,new,1m5,,50,23,SS
4505.0,1023-806,41.0,1,new,1m25,,51,23,SS
4680.0,1023-609,43.0,1,new,1m25,,52,23,SS
4890.0,1023-344,44.0,1,new,waste,1110.0,53,23,SS
3425.0,1023-310,24.0,1,3m5,waste,250.0,1,24,8m
3425.0,1023-310,23.0,1,3m5,waste,250.0,2,24,8m
3200.0,1023-664,22.0,1,3m5,waste,250.0,3,24,8m
3075.0,1023-802,21.0,1,3m5,waste,250.0,4,24,8m
2950.0,1023-773,20.0,1,3m0,waste,250.0,5,24,8m
2885.0,1023-718,19.0,1,3m0,waste,250.0,6,24,8m
2470.0,1023-936,14.0,1,2m5,waste,250.0,7,24,8m
2440.0,1023-249,13.0,1,2m5,waste,250.0,8,24,8m
2300.0,1023-873,11.0,1,2m5,waste,250.0,9,24,8m
2330.0,1023-647,12.0,1,2m5,waste,250.0,10,24,8m
1535.0,1023-654,7.0,1,2m0,waste,250.0,11,24,8m
1380.0,1023-335,3.0,2,3m5,,,12,24,8m
1795.0,1023-223,9.0,2,,waste,250.0,12,24,8m
1380.0,1023-335,2.0,2,3m5,,,13,24,8m
1905.0,1023-555,10.0,2,,waste,250.0,13,24,8m
1450.0,1023-222,4.0,2,3m5,,,14,24,8m
1795.0,1023-223,8.0,2,,waste,250.0,14,24,8m
1030.0,1023-887,0.0,2,2m5,,,15,24,8m
1030.0,1023-887,1.0,2,,waste,250.0,15,24,8m
2575.0,1023-947,16.0,2,new,,,16,24,8m
5420.0,1023-938,42.0,2,,waste,5.0,16,24,8m
1480.0,1023-487,5.0,3,new,,,17,24,8m
2860.0,1023-850,18.0,3,,,,17,24,8m
3655.0,1023-275,25.0,3,,waste,5.0,17,24,8m
3805.0,1023-638,26.0,2,new,,,18,24,8m
4185.0,1023-749,38.0,2,,waste,10.0,18,24,8m
3945.0,1023-357,30.0,2,new,,,19,24,8m
4045.0,1023-857,32.0,2,,waste,10.0,19,24,8m
1505.0,1023-524,6.0,3,new,,,20,24,8m
2625.0,1023-423,17.0,3,,,,20,24,8m
3825.0,1023-586,28.0,3,,waste,45.0,20,24,8m
3870.0,1023-890,29.0,2,new,,,21,24,8m
4045.0,1023-857,33.0,2,,waste,85.0,21,24,8m
2540.0,1023-848,15.0,2,new,,,22,24,8m
3805.0,1023-638,27.0,2,,1m5,,22,24,8m
4010.0,1023-908,31.0,1,new,3m5,,23,24,8m
4045.0,1023-857,34.0,1,new,3m5,,24,24,8m
4045.0,1023-857,35.0,1,new,3m5,,25,24,8m
4045.0,1023-857,36.0,1,new,3m5,,26,24,8m
4045.0,1023-857,37.0,1,new,3m5,,27,24,8m
4580.0,1023-454,39.0,1,new,3m0,,28,24,8m
4730.0,1023-554,40.0,1,new,3m0,,29,24,8m
5080.0,1023-804,41.0,1,new,2m5,,30,24,8m
5535.0,1023-821,43.0,1,new,2m0,,31,24,8m
5630.0,1023-660,44.0,1,new,2m0,,32,24,8m
1030.0,1023-887,0.0,1,1m5,waste,250.0,1,24,7m
3425.0,1023-310,24.0,1,3m5,waste,250.0,2,24,7m
2950.0,1023-773,20.0,1,3m0,waste,250.0,3,24,7m
2885.0,1023-718,19.0,1,3m0,waste,250.0,4,24,7m
2625.0,1023-423,17.0,1,3m0,waste,250.0,5,24,7m
2470.0,1023-936,14.0,1,2m5,waste,250.0,6,24,7m
2440.0,1023-249,13.0,1,2m5,waste,250.0,7,24,7m
2300.0,1023-873,11.0,1,2m5,waste,250.0,8,24,7m
2330.0,1023-647,12.0,1,2m5,waste,250.0,9,24,7m
1030.0,1023-887,1.0,1,1m5,waste,250.0,10,24,7m
1380.0,1023-335,2.0,1,1m5,waste,250.0,11,24,7m
1380.0,1023-335,3.0,1,1m5,waste,250.0,12,24,7m
1480.0,1023-487,5.0,1,1m5,waste,250.0,13,24,7m
1450.0,1023-222,4.0,1,1m5,waste,250.0,14,24,7m
1535.0,1023-654,7.0,1,2m0,waste,250.0,15,24,7m
1795.0,1023-223,8.0,1,2m0,waste,250.0,16,24,7m
1795.0,1023-223,9.0,1,2m0,waste,250.0,17,24,7m
1905.0,1023-555,10.0,1,2m0,waste,250.0,18,24,7m
1505.0,1023-524,6.0,1,2m0,waste,250.0,19,24,7m
3075.0,1023-802,21.0,2,new,,,20,24,7m
3870.0,1023-890,29.0,2,,waste,55.0,20,24,7m
2860.0,1023-850,18.0,2,new,,,21,24,7m
4045.0,1023-857,32.0,2,,waste,95.0,21,24,7m
2540.0,1023-848,15.0,2,new,,,22,24,7m
2575.0,1023-947,16.0,2,,1m5,,22,24,7m
4185.0,1023-749,38.0,1,new,2m5,,23,24,7m
5420.0,1023-938,42.0,1,new,1m5,,24,24,7m
5080.0,1023-804,41.0,1,new,1m5,,25,24,7m
4730.0,1023-554,40.0,1,new,2m0,,26,24,7m
4580.0,1023-454,39.0,1,new,2m0,,27,24,7m
3200.0,1023-664,22.0,1,new,3m5,,28,24,7m
3425.0,1023-310,23.0,1,new,3m5,,29,24,7m
4045.0,1023-857,36.0,1,new,2m5,,30,24,7m
4045.0,1023-857,35.0,1,new,2m5,,31,24,7m
4045.0,1023-857,34.0,1,new,2m5,,32,24,7m
4045.0,1023-857,33.0,1,new,2m5,,33,24,7m
4010.0,1023-908,31.0,1,new,2m5,,34,24,7m
3945.0,1023-357,30.0,1,new,3m0,,35,24,7m
3825.0,1023-586,28.0,1,new,3m0,,36,24,7m
3805.0,1023-638,27.0,1,new,3m0,,37,24,7m
3805.0,1023-638,26.0,1,new,3m0,,38,24,7m
3655.0,1023-275,25.0,1,new,3m0,,39,24,7m
4045.0,1023-857,37.0,1,new,2m5,,40,24,7m
5535.0,1023-821,43.0,1,new,waste,1465.0,41,24,7m
5630.0,1023-660,44.0,1,new,waste,1370.0,42,24,7m
5080.0,1023-804,41.0,1,new,waste,920.0,1,24,6m
5420.0,1023-938,42.0,1,new,waste,580.0,2,24,6m
5535.0,1023-821,43.0,1,new,waste,465.0,3,24,6m
5630.0,1023-660,44.0,1,new,waste,370.0,4,24,6m
1030.0,1023-887,0.0,1,1m5,waste,250.0,5,24,6m
3425.0,1023-310,24.0,1,3m5,waste,250.0,6,24,6m
3425.0,1023-310,23.0,1,3m5,waste,250.0,7,24,6m
3200.0,1023-664,22.0,1,3m5,waste,250.0,8,24,6m
3075.0,1023-802,21.0,1,3m5,waste,250.0,9,24,6m
2950.0,1023-773,20.0,1,3m0,waste,250.0,10,24,6m
2885.0,1023-718,19.0,1,3m0,waste,250.0,11,24,6m
2470.0,1023-936,14.0,1,2m5,waste,250.0,12,24,6m
2440.0,1023-249,13.0,1,2m5,waste,250.0,13,24,6m
2300.0,1023-873,11.0,1,2m5,waste,250.0,14,24,6m
1030.0,1023-887,1.0,1,1m5,waste,250.0,15,24,6m
1380.0,1023-335,2.0,1,1m5,waste,250.0,16,24,6m
1380.0,1023-335,3.0,1,1m5,waste,250.0,17,24,6m
1480.0,1023-487,5.0,1,1m5,waste,250.0,18,24,6m
1450.0,1023-222,4.0,1,1m5,waste,250.0,19,24,6m
1535.0,1023-654,7.0,1,2m0,waste,250.0,20,24,6m
1795.0,1023-223,8.0,1,2m0,waste,250.0,21,24,6m
1795.0,1023-223,9.0,1,2m0,waste,250.0,22,24,6m
1905.0,1023-555,10.0,1,2m0,waste,250.0,23,24,6m
1505.0,1023-524,6.0,1,2m0,waste,250.0,24,24,6m
2330.0,1023-647,12.0,2,new,,,25,24,6m
3655.0,1023-275,25.0,2,,waste,15.0,25,24,6m
2540.0,1023-848,15.0,1,new,3m0,,26,24,6m
4045.0,1023-857,32.0,1,new,1m5,,27,24,6m
4185.0,1023-749,38.0,1,new,1m5,,28,24,6m
4045.0,1023-857,37.0,1,new,1m5,,29,24,6m
4045.0,1023-857,36.0,1,new,1m5,,30,24,6m
4045.0,1023-857,35.0,1,new,1m5,,31,24,6m
4045.0,1023-857,34.0,1,new,1m5,,32,24,6m
4045.0,1023-857,33.0,1,new,1m5,,33,24,6m
4010.0,1023-908,31.0,1,new,1m5,,34,24,6m
2575.0,1023-947,16.0,1,new,3m0,,35,24,6m
3945.0,1023-357,30.0,1,new,2m0,,36,24,6m
3870.0,1023-890,29.0,1,new,2m0,,37,24,6m
3825.0,1023-586,28.0,1,new,2m0,,38,24,6m
3805.0,1023-638,27.0,1,new,2m0,,39,24,6m
3805.0,1023-638,26.0,1,new,2m0,,40,24,6m
2860.0,1023-850,18.0,1,new,3m0,,41,24,6m
2625.0,1023-423,17.0,1,new,3m0,,42,24,6m
4580.0,1023-454,39.0,1,new,waste,1420.0,43,24,6m
4730.0,1023-554,40.0,1,new,waste,1270.0,44,24,6m
5080.0,1023-804,41.0,1,new,waste,920.0,1,24,SS
5420.0,1023-938,42.0,1,new,waste,580.0,2,24,SS
5535.0,1023-821,43.0,1,new,waste,465.0,3,24,SS
5630.0,1023-660,44.0,1,new,waste,370.0,4,24,SS
1030.0,1023-887,0.0,1,1m25,waste,125.0,5,24,SS
3425.0,1023-310,24.0,1,3m5,waste,125.0,6,24,SS
3425.0,1023-310,23.0,1,3m5,waste,125.0,7,24,SS
3200.0,1023-664,22.0,1,3m25,waste,125.0,8,24,SS
2625.0,1023-423,17.0,1,2m75,waste,125.0,9,24,SS
2575.0,1023-947,16.0,1,2m75,waste,125.0,10,24,SS
2540.0,1023-848,15.0,1,2m75,waste,125.0,11,24,SS
3075.0,1023-802,21.0,1,3m25,waste,125.0,12,24,SS
1030.0,1023-887,1.0,1,1m25,waste,125.0,13,24,SS
1380.0,1023-335,2.0,1,1m5,waste,125.0,14,24,SS
1450.0,1023-222,4.0,1,1m5,waste,125.0,15,24,SS
1480.0,1023-487,5.0,1,1m5,waste,125.0,16,24,SS
1380.0,1023-335,3.0,1,1m5,waste,125.0,17,24,SS
1535.0,1023-654,7.0,1,1m75,waste,125.0,18,24,SS
1795.0,1023-223,8.0,1,2m0,waste,125.0,19,24,SS
1795.0,1023-223,9.0,1,2m0,waste,125.0,20,24,SS
1505.0,1023-524,6.0,1,1m75,waste,125.0,21,24,SS
2330.0,1023-647,12.0,2,new,,,22,24,SS
3655.0,1023-275,25.0,2,,waste,15.0,22,24,SS
1905.0,1023-555,10.0,2,new,,,23,24,SS
4045.0,1023-857,32.0,2,,waste,50.0,23,24,SS
2300.0,1023-873,11.0,2,new,,,24,24,SS
2440.0,1023-249,13.0,2,,1m25,,24,24,SS
4045.0,1023-857,33.0,1,new,1m75,,25,24,SS
4730.0,1023-554,40.0,1,new,1m25,,26,24,SS
4580.0,1023-454,39.0,1,new,1m25,,27,24,SS
4185.0,1023-749,38.0,1,new,1m75,,28,24,SS
4045.0,1023-857,37.0,1,new,1m75,,29,24,SS
3945.0,1023-357,30.0,1,new,2m0,,30,24,SS
3870.0,1023-890,29.0,1,new,2m0,,31,24,SS
3825.0,1023-586,28.0,1,new,2m0,,32,24,SS
3805.0,1023-638,27.0,1,new,2m0,,33,24,SS
3805.0,1023-638,26.0,1,new,2m0,,34,24,SS
2950.0,1023-773,20.0,1,new,3m0,,35,24,SS
2885.0,1023-718,19.0,1,new,3m0,,36,24,SS
2860.0,1023-850,18.0,1,new,3m0,,37,24,SS
2470.0,1023-936,14.0,1,new,3m5,,38,24,SS
4010.0,1023-908,31.0,1,new,split,,39,24,SS
1500.0,,,1,split,waste,490.0,39,24,SS
4045.0,1023-857,34.0,1,new,split,,40,24,SS
1500.0,,,1,split,waste,455.0,40,24,SS
4045.0,1023-857,35.0,1,new,split,,41,24,SS
1500.0,,,1,split,waste,455.0,41,24,SS
4045.0,1023-857,36.0,1,new,split,,42,24,SS
1500.0,,,1,split,waste,455.0,42,24,SS
960.0,1023-207,0.0,1,1m0,waste,250.0,1,25,8m
3485.0,1023-568,21.0,1,3m5,waste,250.0,2,25,8m
3365.0,1023-631,20.0,1,3m5,waste,250.0,3,25,8m
3225.0,1023-584,19.0,1,3m5,waste,250.0,4,25,8m
3000.0,1023-332,18.0,1,3m5,waste,250.0,5,25,8m
2740.0,1023-406,17.0,1,3m0,waste,250.0,6,25,8m
2740.0,1023-749,15.0,1,3m0,waste,250.0,7,25,8m
2380.0,1023-889,11.0,1,2m5,waste,250.0,8,25,8m
2105.0,1023-659,9.0,1,2m5,waste,250.0,9,25,8m
1630.0,1023-544,8.0,1,2m0,waste,250.0,10,25,8m
1610.0,1023-271,7.0,1,2m0,waste,250.0,11,25,8m
1390.0,1023-822,4.0,1,1m5,waste,250.0,12,25,8m
2145.0,1023-353,10.0,1,2m5,waste,250.0,13,25,8m
1610.0,1023-271,5.0,2,3m5,,,14,25,8m
1610.0,1023-271,6.0,2,,waste,250.0,14,25,8m
1100.0,1023-390,2.0,2,2m5,,,15,25,8m
1340.0,1023-305,3.0,2,,waste,250.0,15,25,8m
2535.0,1023-563,12.0,2,new,,,16,25,8m
5445.0,1023-550,38.0,2,,waste,20.0,16,25,8m
3755.0,1023-279,22.0,2,new,,,17,25,8m
4225.0,1023-414,27.0,2,,waste,20.0,17,25,8m
1035.0,1023-711,1.0,3,new,,,18,25,8m
2740.0,1023-749,16.0,3,,,,18,25,8m
4200.0,1023-964,25.0,3,,waste,25.0,18,25,8m
3755.0,1023-262,23.0,2,new,,,19,25,8m
4200.0,1023-964,26.0,2,,waste,45.0,19,25,8m
2590.0,1023-479,14.0,2,new,,,20,25,8m
5355.0,1023-979,37.0,2,,waste,55.0,20,25,8m
2535.0,1023-563,13.0,2,new,,,21,25,8m
3930.0,1023-651,24.0,2,,1m5,,21,25,8m
4680.0,1023-590,28.0,1,new,3m0,,22,25,8m
4850.0,1023-422,29.0,1,new,3m0,,23,25,8m
4880.0,1023-432,30.0,1,new,3m0,,24,25,8m
4955.0,1023-678,31.0,1,new,3m0,,25,25,8m
5055.0,1023-645,32.0,1,new,2m5,,26,25,8m
5065.0,1023-426,33.0,1,new,2m5,,27,25,8m
5210.0,1023-775,34.0,1,new,2m5,,28,25,8m
5285.0,1023-748,35.0,1,new,2m5,,29,25,8m
5350.0,1023-227,36.0,1,new,2m5,,30,25,8m
5520.0,1023-536,39.0,1,new,2m0,,31,25,8m
960.0,1023-207,0.0,1,1m0,waste,250.0,1,25,7m
